review_type,sort_type,writing_date,star_rating,comment,upvote,downvote,site
netizen,like,2020.02.21. 04:03,별점(10점 만점 중)1,이렇게 수준 떨어지는 영화가 왜 인기가 있지?,35,10,naver
netizen,like,2020.02.21. 12:05,별점(10점 만점 중)1,폭우가 쏟아진날 김소담은 역류하는 똥물위에앉아있었고 다음날 조여정은 미세먼지가 없다고 좋아했다.대한민국에 우한폐렴이 창궐한 날 서민들은 두려움에 떨었고 누군가는 서민음식을 체험하며 하하호호 웃고떠들었다 그리고 그들은 그 아무도 마스크를 ...,32,9,naver
netizen,like,2020.02.21. 11:03,별점(10점 만점 중)1,"역병에 시달리는 국민, 하하호호 짜파구리 파티하는 대통령, 그와 웃고 떠드는 영화감독.. 그가 추구하던건 빈곤포르노와 다름없지 않았을까?",32,9,naver
netizen,like,2019.06.04. 11:25,별점(10점 만점 중)1,역시 한국사람들은  이슈가 되야  와~ 하면서 그 분위기를 따라가는 단순한 국민성.. 상은 상이고 이게 재미가 있냐 ?,37,14,naver
netizen,like,2019.07.17. 23:40,별점(10점 만점 중)1,천만관객 만들려고 정말 징하게 질질 끈다. 이제 그만해라. 다른 영화들에게도 자리를 만들어 주자. 니들 영화이고 영화관이라고 너무 독과점 아니냐. cj 야.,39,16,naver
netizen,like,2019.06.09. 00:25,별점(10점 만점 중)2,행복을 돈의 잣대로만 생각하고 계층간의 불화만 더 조장하려는듯. 영화보는내내 한쪽으로만 치우친 사상이 역겨웠음. 다른사람 사는 방식 왜 참견이지? 살기바쁜세상.  내안에서 내 수준에맞는 행복 찾아서 열심히 살면 될것을.. 남것을 탐하는게 더 죄아닌가?,24,2,naver
netizen,like,2019.05.30. 20:58,별점(10점 만점 중)8,많은생각을 하게하는 영화..근데 15세는아닌것같다,25,3,naver
netizen,like,2019.06.11. 08:26,별점(10점 만점 중)1,봉준호  이딴걸 영화라고 만들었니? 뛰쳐나오고싶었다.,26,4,naver
netizen,like,2019.06.08. 11:14,별점(10점 만점 중)1,다들 평론가놀이에 취했다. 임금님은 벌거벗었다고 말하지못하는것이 우리다.130억+씨제이+봉준호가 지하철냄새를 알꺼라고 믿고싶은것부터 자기는 지하에 안산다고 발악하고 있는거다.,27,5,naver
netizen,latest,2025.02.02. 14:35,별점(10점 만점 중)10,흙수저들의 포장지를 벗겨내다 역시 봉준호,0,0,naver
netizen,latest,2025.01.31. 15:09,별점(10점 만점 중)10,잘봤어요 상받을만하다,0,0,naver
netizen,latest,2025.01.30. 09:39,별점(10점 만점 중)10,부잣집 딸 여고생이 죽어가는 최우식을 업고 나가는 장면이 인상적... 약간 로맨틱..,0,0,naver
netizen,latest,2025.01.28. 04:45,별점(10점 만점 중)10,다시봐도 다시봐도 많은 생각을 남기게 하는 영화..,0,0,naver
netizen,latest,2025.01.28. 02:15,별점(10점 만점 중)1,이게 상까지 탈 작품인가? 너무 잔인하고 안보기 전으로 돌아가고 싶은 영화.,1,2,naver
netizen,latest,2025.01.27. 23:17,별점(10점 만점 중)10,보통 돈많은 친구들이 정이 많더라고요....,0,0,naver
netizen,latest,2025.01.27. 02:07,별점(10점 만점 중)10,"봉준호 감독 특유의 독창성과 재치가 빛을 발하며, 양극화와 계층 간 갈등이라는 주제를 예리하게 파고든, 질적 화려함이 돋보이는 걸작.",0,0,naver
netizen,latest,2025.01.20. 08:13,별점(10점 만점 중)10,"아무도 관심가지지 않을, 그래서 더 씁쓸한 아래층 사람들의 이야기",0,0,naver
netizen,latest,2025.01.17. 18:01,별점(10점 만점 중)10,보고나니까 왜케 우울해지냐.. 괜히 봄,0,0,naver
netizen,latest,2025.01.13. 20:30,별점(10점 만점 중)10,그냥 보는 내내 불편했다..너무 너무 불편했다..근데 그 불편함이 이렇게 재밌으면 어쩌라고,0,0,naver
netizen,latest,2025.01.13. 14:13,별점(10점 만점 중)10,하하하하 네번째 봅니다,0,0,naver
netizen,latest,2024.12.27. 00:09,별점(10점 만점 중)10,"봉준호는천재인가,,??",0,0,naver
netizen,latest,2024.12.25. 02:22,별점(10점 만점 중)8,박소담 연기 그리고 믿음의 벨트 ost 정말 좋다,0,0,naver
netizen,latest,2024.12.23. 12:58,별점(10점 만점 중)10,슬픈장면이 없는데 왜 슬픈건지,0,0,naver
netizen,latest,2024.12.23. 11:22,별점(10점 만점 중)9,"마주할 용기가 없어서 눈 흐리는 사람들을 위한 영화, 준호형이 역시 큰일 하네",0,0,naver
netizen,latest,2024.12.17. 02:23,별점(10점 만점 중)1,돈주고 보기는좀 그란듯요 킬링타임,0,1,naver
netizen,latest,2024.12.15. 02:38,별점(10점 만점 중)8,묘한 불쾌함이 장점이었다,0,0,naver
netizen,latest,2024.12.04. 23:20,별점(10점 만점 중)10,계속되는 봉준호의 이야기,0,0,naver
netizen,latest,2024.12.04. 17:27,별점(10점 만점 중)10,정말 최고의 명작!!1년에 한두번씩은 꼭 보는 영화입니다.,0,0,naver
netizen,latest,2024.12.02. 10:07,별점(10점 만점 중)8,100점짜리 영화를 만들기위해 노력했고 결국 100점짜리 영화를 만들어내 상을 타낸 영화.  대사의 호흡이 매우 숨가쁘다는것 외에는 조금의 부족함도 없다.,0,0,naver
netizen,latest,2024.11.29. 14:47,별점(10점 만점 중)10,뻔뻔과 염치도 모르는 사람들 속출!기생충에 기생충! 충격에 충격!,0,0,naver
netizen,latest,2024.11.24. 20:40,별점(10점 만점 중)10,"자본주의의 본질,  계급과 인간군상의 본질을 보여주는 영화.",0,0,naver
netizen,latest,2024.11.23. 01:55,별점(10점 만점 중)10,제 인생 영화입니다. 지금까지 봤던 한국 영화중에 제일 신선하고 지금까지 5번넘게 봤는데도 지루하지 않아요.. 앞으로 이런 신선한 영화가 있을까 생각합니다. 이 영화 이후 봉준호감독님 영화들 봤어요..,0,0,naver
netizen,latest,2024.10.17. 20:42,별점(10점 만점 중)10,"가난하면정직하게라도살아야하는데 문서위조,모함,이간질등 나쁜짓은다하고도 반성이라곤모르고… 살면서 저런기생충들만날까봐 무서워진다.",1,0,naver
netizen,latest,2024.10.15. 12:48,별점(10점 만점 중)1,영화의 본질은 오락이고 오락의 기본은 재미인데 재미가 너무 없습니다,1,5,naver
netizen,latest,2024.10.05. 02:31,별점(10점 만점 중)10,마스터피스,0,0,naver
netizen,latest,2024.10.03. 19:18,별점(10점 만점 중)10,기생충 두번봤어요 내용이 스릴러였지만 스펙타클한 내용전개에 재밌었습니당,1,0,naver
netizen,latest,2024.10.02. 02:00,별점(10점 만점 중)10,연기력 연출 대사 ost 다완벽한영화,0,0,naver
netizen,latest,2024.09.20. 23:28,별점(10점 만점 중)10,소름돋아.. 이게 영화지,1,0,naver
netizen,latest,2024.09.20. 02:06,별점(10점 만점 중)2,"영화 기생충은 청와대에서 숙식하는거 하며, 문재인 집구석을 쳐보고 쳐만든듯 ㅋ",2,2,naver
netizen,latest,2024.09.06. 04:47,별점(10점 만점 중)10,최근에 조국이 난리길래 생각나서 다시 봤습니다.영화에서는 빈부격차를 풍자할 목적으로 입시비리 요소를 넣었지만… 현실은 권력자가 권한을 남용해 본인의 대학 컴플렉스를 가리고자 자녀의 입시를 뒤봐주는 공정과 상식을 약속했었던 정부에서 있어서는 ...,2,0,naver
netizen,latest,2024.09.04. 18:42,별점(10점 만점 중)10,뒤늦게 본 명작이지만 개연성도 좋고 . 상류층과 빈민층의 서로 상반되는 연출도 좋았고. 연기자들의 연기는 두 말 할것도 없습니다 보는 내내  너무 몰입한 나머지 조마조마하고 은근하게 불쾌한 감상에 젖어서 .. 너무 재밌게 봤어요. 왜 이제봤나 싶네요,1,0,naver
netizen,latest,2024.08.25. 07:31,별점(10점 만점 중)10,모멸감. 사람에게는 절대 안겨주지 말아야할 것...,1,1,naver
netizen,latest,2024.08.23. 11:39,별점(10점 만점 중)10,진짜… 너무 명작이에요…5년이 지난 지금 처음 시청해보았는데이걸 왜 이제봤는지 후회 할 정도로 제인생영화에 등극 했습니다 너무 소름돋고재밌어요,1,0,naver
netizen,latest,2024.08.23. 07:24,별점(10점 만점 중)10,친구한테서 반지하냄새라는걸 알았다영화 너무 재밌고 무서웟다 공감이 가면서도 반전이였고 재밌고 슬펐다,1,0,naver
netizen,latest,2024.08.22. 09:06,별점(10점 만점 중)10,역시 걸작은 다르다. 대한민국의 분위기와 정서가 안담겨있는 듯 하면서도 담겨 있는... 여태 봐온 국산 영화 들과는 다르게 센세이션한 영화,1,0,naver
netizen,latest,2024.08.22. 00:19,별점(10점 만점 중)9,처음 봤을 땐 마냥 충격적인데 재밌어서 왜 상 탔는지 알겠다고만 생각했는데 두번째 보니까 감독이 결말에 대해 인터뷰 한 게 떠오르고 가슴이 얹힌것 같이 답답하고 통증이 생긴다,1,0,naver
netizen,latest,2024.08.21. 13:14,별점(10점 만점 중)10,"최고의 영화, 디테일을 볼때마다 놀랍니다",0,0,naver
netizen,latest,2024.08.18. 13:00,별점(10점 만점 중)10,기생충은 아무리 발악하더라도 인간이 될수없는 씁쓸한 현실,0,0,naver
netizen,latest,2024.08.15. 18:25,별점(10점 만점 중)2,반지하에서 벗어나는세상이 와야 한다,0,1,naver
netizen,latest,2024.08.14. 03:50,별점(10점 만점 중)10,"계획대로 되지 않는다고 계획을 세우지 않을 순 없다. 계획이라도 있었다면,,,",0,0,naver
netizen,latest,2024.08.14. 00:03,별점(10점 만점 중)10,그들은 자연스럽게 스며들었다.,0,0,naver
netizen,latest,2024.08.12. 22:41,별점(10점 만점 중)10,미쵸따 이제서봤는데 왜들 극찬하는지 알게씀,0,0,naver
netizen,latest,2024.08.11. 22:17,별점(10점 만점 중)10,봉준호는 그냥 신이다. 이게 바로 진정한 천만 영화지.,0,0,naver
netizen,latest,2024.08.10. 15:26,별점(10점 만점 중)10,이런 영화는 정말 태어나서 처음 봅니다,0,0,naver
netizen,latest,2024.08.10. 00:52,별점(10점 만점 중)10,"스토리, 연출등등 극과극의 인생을 살고있는 사람들의 이야기로 신선한 충격을 줬다.",1,0,naver
netizen,latest,2024.08.10. 00:42,별점(10점 만점 중)10,봉감독의. 최고의 영화,0,0,naver
netizen,latest,2024.08.08. 14:30,별점(10점 만점 중)10,초반부에 볼때는 웃으며 봤는데 뒤로 갈 수록 왠지 모르게 마음이 무거워지네요.다시 한번 깨닫을 수 있는 교훈을 주셔서 감사합니다.,0,0,naver
netizen,latest,2024.08.07. 17:51,별점(10점 만점 중)10,못살아도 자식농사 잘지어야....잘 봤어요...,0,0,naver
netizen,latest,2024.08.05. 00:34,별점(10점 만점 중)8,저는 상류층들에겐 그다지 별거 아닌 사소한 일자리라도 누군가에겐 생존이걸린 싸움일수도 있다는 사실이 상류층이 아닌 나로썬 쓸쓸했음 뭐랄까 내가 곤충들의 다큐를 보는 느낌 같기도 하고내삶이 누군가에겐 곤충다큐보는 느낌이려나 싶고ㅎㅎㅎㅎ,0,0,naver
netizen,latest,2024.08.04. 20:50,별점(10점 만점 중)10,한달에한번씩보게되는 나의인생영화,0,0,naver
netizen,latest,2024.07.30. 14:18,별점(10점 만점 중)10,부자를 일단 악당으로 묘사하고 보는 뻔한 사회부조리 고발극일거라 예상했는데 전혀 그렇지 않았다. 색다른 연출에 심히 매료되었다. 한국 역사에 길이 남을 명작이다.,0,0,naver
netizen,latest,2024.07.22. 04:28,별점(10점 만점 중)10,"살면서 본 영화중에 가장 재밌고. 충격적이고 , 여운이 남고, 많은 생각울 하게되는 영화였습니다. 암튼 정말 소름돋을 정도로 잘 만든 영화이고 한국인으로써 이 영화를 모두 이해할수 있다는게 너무 감사할 따름.",0,0,naver
netizen,latest,2024.07.17. 10:09,별점(10점 만점 중)10,안 보신 분들 꼭 보세요!,0,0,naver
netizen,latest,2024.07.11. 17:45,별점(10점 만점 중)9,빗물과 함께 끝없이 추락한다.,0,0,naver
netizen,latest,2024.07.11. 02:17,별점(10점 만점 중)1,뻔한스토리    막장 드라마,2,4,naver
netizen,latest,2024.06.29. 00:53,별점(10점 만점 중)10,우리집위층에기생충+마생충부부가산다~그나저나이정은씨미져리여주보는것처럼연기오싹하내~~,1,0,naver
netizen,latest,2024.06.23. 23:40,별점(10점 만점 중)9,전형적인 사회적 이미지를 벗어나 색다르게 묘사되어 더 독특한 영화!!,0,1,naver
netizen,latest,2024.06.22. 23:02,별점(10점 만점 중)10,인생영화임..한국의 빈부격차를 그나마 재밌게 표현한 느낌,1,1,naver
netizen,latest,2024.06.22. 00:05,별점(10점 만점 중)10,한국 영화의 G.O.A.T,1,0,naver
netizen,latest,2024.06.18. 16:51,별점(10점 만점 중)10,지환이기 소개팅에서 추천하다 까인영화재미보장,1,1,naver
netizen,latest,2024.06.15. 02:04,별점(10점 만점 중)10,최고의 감독과 최고의 배우들이 최고의 영화를 만들었다.,0,0,naver
netizen,latest,2024.06.13. 15:22,별점(10점 만점 중)10,우연히봤는데  자극적인 장면도 있지만영화는 진짜 한눈팔틈없이 몰입도 굿이정은 배우님이  영화상에서 은근짠했다는,0,0,naver
netizen,latest,2024.06.10. 16:17,별점(10점 만점 중)1,사기쳐서 빌붙어 살다가 결국 잘 살던 죄없는 한 가정을 파탄 낸 인물들을 왜 하층민에 대변해서 생각하는거지 다들? 순전히 흉악 범죄자들일 뿐이잖아 보는 내내 혐오스럽게 봤는데 나는,3,1,naver
netizen,latest,2024.06.10. 07:37,별점(10점 만점 중)10,기우가 애지중지하던 바위에 찍혀서 머리가 터지고 병원에서 한달만에 깼는데 기정의 안타까운 죽음에 슬퍼도 웃는다는걸 어떻게 해석해야 말이 될까? 한편의 저예산 독립영화처럼 제작진의 의도에 대해서 수많은 생각이 맴돌아도 이건 그저 15세를 가장한...,0,0,naver
netizen,latest,2024.06.09. 23:18,별점(10점 만점 중)10,다시 봐도 짱~~~~!,0,0,naver
netizen,latest,2024.06.09. 23:09,별점(10점 만점 중)10,대한민국 역사에 남을 영화,0,0,naver
netizen,latest,2024.06.09. 16:05,별점(10점 만점 중)8,배우들의 연기가 생생하게 잘 표현 된듯..ㄷㄷ,1,0,naver
netizen,latest,2024.06.09. 02:09,별점(10점 만점 중)10,걍 미친 영화 꼭 봐야한다,0,0,naver
netizen,latest,2024.06.09. 01:44,별점(10점 만점 중)6,아니 어떻게 이런 타락되고 한심하고 꼬롬한 영화가 상을 받고 히트했는지 세상 참 모를 일이고 두번은 보기 고역인 최하의 영화  으 그냥 한국영화 망신,3,1,naver
netizen,latest,2024.06.06. 16:03,별점(10점 만점 중)8,스토리가 너무 인상적이어서 뇌리에 남네요,0,0,naver
netizen,latest,2024.06.06. 16:00,별점(10점 만점 중)9,처음에 볼 땐 이해 1도 안되고 불쾌했음ㅠㅠㅜ 근데 보고 나니까 ㅈㄴ 디테일한듯 감독 아무나 하는게 아니다…….,0,0,naver
netizen,latest,2024.06.06. 15:56,별점(10점 만점 중)10,와 후반부로 갈수록 ㅈㄴ 쫄렸다.. ㅋㅋ,0,0,naver
netizen,latest,2024.06.03. 11:46,별점(10점 만점 중)8,재밌게 잘봤지만 보고나면 기분 드러움,0,0,naver
netizen,latest,2024.05.20. 14:01,별점(10점 만점 중)10,가난한 사람들이 부잣집 노동자 행세하는 이중인격성을 잘 묘사함. 자칫 현실성 없을 수 있는 스토리를 캐릭터 특유의 비범함으로 설득력 만듬.,0,1,naver
netizen,latest,2024.05.18. 19:16,별점(10점 만점 중)10,"자본과 노동의 사회적 관계를 숙주와 기생충의 생태적 관계로 치환하면서 생기는, 불규칙과 불연속이 부딪히는 지점들이 날카롭게 관객을 파고든다. 감독의 통찰과 연출이 놀라운 가운데 남겨진 질문들도 있다.  결핍에 비례해 거칠어진 욕망을 둔탁한 위장술...",0,1,naver
netizen,latest,2024.05.15. 00:43,별점(10점 만점 중)10,역시나 봉준호. 명불허전 연기파 배우들. 역시 상받을 만 하다!,0,1,naver
netizen,latest,2024.04.23. 20:55,별점(10점 만점 중)10,말이필요한가 이영화가,0,1,naver
netizen,latest,2024.04.22. 23:51,별점(10점 만점 중)10,세번째 보는데 송강호님 보면서 조국생각 났어요 ㅋㅋ 학력위조 오구오구,0,1,naver
netizen,latest,2024.04.16. 12:41,별점(10점 만점 중)1,이건 영화를 빙자한 폭력아닌가요?,1,3,naver
netizen,latest,2024.04.15. 16:04,별점(10점 만점 중)10,지금봐도 참 보여주고 싶은 메세지를 모두 강렬하게 전달한 영화.,0,1,naver
netizen,latest,2024.04.10. 11:11,별점(10점 만점 중)6,너무기대하고본듯....,1,1,naver
netizen,latest,2024.04.05. 21:00,별점(10점 만점 중)10,바퀴벌레 얘기하다가 진짜 바퀴벌레 처럼 숨어버리는 가족 장면 연출 굿.. 5번 봐도 안지루하고 매번 새롭고 재밌어요,0,1,naver
netizen,latest,2024.03.31. 23:17,별점(10점 만점 중)10,몇번을 봐도 질리지 않는 최고의 영화처음 극장에서 봤을때의 충격은 아직도 생생하다,0,1,naver
netizen,latest,2024.03.27. 15:32,별점(10점 만점 중)4,"재미는 있었습니다~  상류층 사람들의 캐릭터는 회사에서 멋지게 일을 하고, 나쁜 점이라고는 냄새에 민감하고 허례허식을 즐기고.. 반면에 하층민들은 피자박스 하나 접는데도 잔머리를 굴리고 다른 기생충을 무찔러 깊은 곳에자릴 잡아 한 가정을 풍비박산...",1,1,naver
netizen,latest,2024.03.17. 03:01,별점(10점 만점 중)10,심장 쫄깃하고… 가슴이 아프다,0,1,naver
netizen,latest,2024.03.08. 21:48,별점(10점 만점 중)10,디테일은 명확한 주제에서 나온다,0,1,naver
netizen,latest,2024.03.06. 09:27,별점(10점 만점 중)8,블랙코미디는 예상했지만 서스펜스까지는 예상하지 못했다.,0,1,naver
netizen,latest,2024.02.29. 19:12,별점(10점 만점 중)10,모두를 주인공으로 만든 걸작.,1,1,naver
netizen,latest,2024.02.28. 17:50,별점(10점 만점 중)9,"내가 본 한국 영화 중에 제일 재미있었다. 스토리가  지루함을 느끼지 못할 정도로 촘촘하게 잘 짜여 있다. 봉준호 특유의 유머코드도 좋았고, 불필요한 신이 없었다. 영화관에서 한 번 보고, 집에서 티비로 결제해서 한 번 더 보고, 최근에 티빙으로 결제해서 ...",1,1,naver
netizen,latest,2024.02.24. 01:44,별점(10점 만점 중)10,오랜만에 다시 극장에서 봤는데 역시는 역시네요너무 재미있게 봤습니다!,0,1,naver
netizen,latest,2024.02.21. 02:34,별점(10점 만점 중)9,"계급, 층차, 의식의 차이 ..  상위층에 기생 하면서 결국 그들을 해하는 몰상식..",1,0,naver
netizen,latest,2024.02.15. 18:46,별점(10점 만점 중)10,영화를 보면서 잠시라도 기생충가족을 응원했다면 당신은 쓰레기입니다ㅋㅋ,0,1,naver
netizen,latest,2024.02.01. 11:46,별점(10점 만점 중)10,"가난은 지워지는가? 숨길 수 없는 냄새가 비교될 때, 집으로 가기 위해 끝없이 내려갈 때, 우리는 그 격차에 대해 생각한다. 누군가의 집을 앗아가버리는 비조차 그들에겐 전화위복이다. 그 차이를 메꾸려면 얼마나 많은 계획과 떳떳함이 필요할까. ?무계획이 ...",1,0,naver
netizen,latest,2024.01.30. 01:21,별점(10점 만점 중)10,반지하에 살아본 나는 느꼈다  저게 무슨 마음인지. 없는 자의 욕망이 이토록 추잡하게 잘 표현된 영화라고 생각한다.  난 평론가는 아니며 영화만큼은  비평가에 가까운 사람,1,0,naver
netizen,latest,2024.01.26. 01:10,별점(10점 만점 중)10,2020.07.11 천안 펜타포트,0,0,naver
netizen,latest,2024.01.24. 18:46,별점(10점 만점 중)10,이걸 보고 집으로 돌아가는 지하철을 타러 가는 나,1,0,naver
netizen,latest,2024.01.23. 21:39,별점(10점 만점 중)10,"연출과 전개,연기 전하고자하는 뜻 모두 소름돋는다",0,0,naver
netizen,latest,2024.01.21. 02:04,별점(10점 만점 중)10,대한민국 대표 영화 빈틈이 없다,1,0,naver
netizen,latest,2024.01.19. 15:32,별점(10점 만점 중)10,돈이 다인 줄 아는 어리석은 바보들에게.,0,0,naver
netizen,latest,2024.01.18. 21:12,별점(10점 만점 중)9,"봉준호 감독이 이루어낸 현대판 완전한 우화와 미장센들의 향연. 씁쓸하게 웃기고, 무겁게 서늘하다.",0,0,naver
netizen,latest,2024.01.17. 21:54,별점(10점 만점 중)10,"""기생충은 한국 영화의 축복입니다""-이동진",1,0,naver
netizen,latest,2024.01.14. 14:27,별점(10점 만점 중)10,"보이지,않지만 선명한",0,0,naver
netizen,latest,2024.01.13. 01:38,별점(10점 만점 중)10,"기대 이상입니다 봉준호,봉준호 하는 이유가 있네요.  끝으로 얼굴이면 얼굴 , 몸매면 몸매 빠지지 않는 조여정 아름다워요 ㅎ",0,0,naver
netizen,latest,2024.01.13. 01:21,별점(10점 만점 중)10,와.. 뭐지..?.?.?? 기생충이 이렇게 잘 만든 영화인줄은 몰랐는데 왜 오스카 감독상을 받았는지 알겠다 왜 이 명작을 지금 알았는지….. 연출이며 연기며 스토리.. 다 완벽함 진짜 봉준호는 천재임,1,0,naver
netizen,latest,2024.01.11. 18:38,별점(10점 만점 중)1,고 이선균 대배우님이 이 세상에 존재하지 않는 다는 사실이 너무 숨막히고 정신이 나갈 것 같다. 그의 죽음이 거짓이길 간절히 바래본다..,1,0,naver
netizen,latest,2024.01.08. 15:05,별점(10점 만점 중)9,현실을 넘어 불쾌하다.,0,0,naver
netizen,latest,2024.01.05. 22:16,별점(10점 만점 중)10,슬프다 슬프다슬프다슬프다,0,0,naver
netizen,latest,2024.01.04. 17:41,별점(10점 만점 중)10,공포영화인줄ㅋㅋㅋ 근데 수위가 15세는 아닌듯ㅋㅋ,0,0,naver
netizen,latest,2024.01.03. 18:36,별점(10점 만점 중)10,재밌게 봤습니다!!!,0,0,naver
netizen,latest,2024.01.02. 23:59,별점(10점 만점 중)10,최고의 작품 봉준호 대단,0,0,naver
netizen,latest,2024.01.02. 01:24,별점(10점 만점 중)9,불쾌하리만큼 처절한 그들의 지하,0,0,naver
netizen,latest,2024.01.01. 23:55,별점(10점 만점 중)6,영화는 참 잘만들었는데보는내내 너무 맘이 불편했다,0,0,naver
netizen,latest,2023.12.31. 22:34,별점(10점 만점 중)1,문재인 때문에 이선균이 죽었다 이건 팩트다,0,4,naver
netizen,latest,2023.12.31. 10:34,별점(10점 만점 중)2,보는 내내  불쾌한 영화사기치고 살인까지하는 한 가정을 미화하고자수성가하고 인정을 베푼 가정을 돈이많다는이유로 죽어도 싼거같이 매도함15세 관람이란게 말이 되나 싶은 영화,0,1,naver
netizen,latest,2023.12.31. 02:35,별점(10점 만점 중)1,그냥 답답하고 답닺해서 화나서 속이 안 좋아요 열받아죽셋네장난하나 계속 잃어버리고잃어버리고잃어버릭고잃어버리고후회하고후회ㅘ고후회하겋후회하고ㅔ,0,3,naver
netizen,latest,2023.12.31. 01:15,별점(10점 만점 중)10,뒷맛이 씁쓸한 영화는 좋은 영화다! 를 알려주었다!,1,1,naver
netizen,latest,2023.12.29. 22:31,별점(10점 만점 중)10,편안함에 이르셨습니까? 오랫동안 많이 그리울 것 같습니다.,3,0,naver
netizen,latest,2023.12.29. 11:41,별점(10점 만점 중)1,저는 이 영화보고 너무 화가 났습니다. 이 영화가 평점이 높은 것과 찬사를 받는 것을 보고 세상이 거꾸로 가고 있는 하나의 증명과도 같다는 생각을 했습니다 현재 가장 큰 문제는 사고하는 법을 점점 잃어가는 것 같습니다. 대한민국에 저포함 절반 이상은 ...,1,1,naver
netizen,latest,2023.12.29. 11:12,별점(10점 만점 중)10,이선균 배우님 삼가 고인의 명복을 빕니다.,4,0,naver
netizen,latest,2023.12.29. 09:38,별점(10점 만점 중)10,고인의 명복을 빕니다…,3,0,naver
netizen,latest,2023.12.28. 13:29,별점(10점 만점 중)10,휴..충격이 너무 커요. 이렇게 우리와 헤어질줄은 상상도못했어요. 이놈의 검찰놈들ㅜㅜ...부들부들... 나이들어가면서 좋은 영화 에서 볼일 앞으로도 기대가 많았었는데... 그곳에서는 편안하세요. 고인의 명복을 빕니다. 잊지않을게요,2,0,naver
netizen,latest,2023.12.27. 22:54,별점(10점 만점 중)10,"이선균 배우의 명연기, 영원히 잊지 않겠습니다.. R.I.P",3,0,naver
netizen,latest,2023.12.27. 18:08,별점(10점 만점 중)10,"너무 잘 봤어요,,! 추천합니다!!",0,0,naver
netizen,latest,2023.12.27. 17:10,별점(10점 만점 중)10,이선균 배우님 고인의 명복을 빕니다,3,0,naver
netizen,latest,2023.12.27. 16:31,별점(10점 만점 중)10,고인의 명복을 빕니다.,3,0,naver
netizen,latest,2023.12.26. 16:22,별점(10점 만점 중)10,루즈해질 무렵 스릴러물로 전환되어서 신선했습니다,1,0,naver
netizen,latest,2023.12.23. 21:07,별점(10점 만점 중)8,배우들의 연기가 좋았습니다.,0,0,naver
netizen,latest,2023.12.19. 08:52,별점(10점 만점 중)10,"이정은, 조여정 배우들의 연기또한 훌륭했다",0,0,naver
netizen,latest,2023.12.15. 03:32,별점(10점 만점 중)10,재밌어요 ㅎㅎ 재밌는 영화 ㅎㅎ,0,0,naver
netizen,latest,2023.12.12. 23:16,별점(10점 만점 중)10,인생영화 이거밖에 표현불가능,0,0,naver
netizen,latest,2023.12.03. 17:12,별점(10점 만점 중)8,"워낙 유명한 기생충 이제서야 봤다. 재미는 있었지만 이행될수없는 계획을 남긴채 끝나서 아쉬웠다.이선균 조여정 야한신은 어떻게 찍은건지..'.반지하의 슬픔, 가난한사람은 비가 많이 오면 인생이 흔들리는데,부유한사람은 아무일이없는 생활을하고.슬픔이 느...",0,0,naver
netizen,latest,2023.12.02. 22:41,별점(10점 만점 중)10,기득권들에게 경각심을 일으켜주는 최고의 계몽영화,0,0,naver
netizen,latest,2023.11.27. 00:25,별점(10점 만점 중)10,오스카 최우수 작품에 걸맞는 명작,1,0,naver
netizen,latest,2023.11.23. 17:18,별점(10점 만점 중)10,언제봐도 인생영화입니다,1,0,naver
netizen,latest,2023.11.21. 11:21,별점(10점 만점 중)6,역시 가난하면 결혼하고 아이낳고 가정을 꾸리면 안됨. 경제적이던 심리적이던,0,0,naver
netizen,latest,2023.11.18. 22:54,별점(10점 만점 중)10,"연기 , 스토리 , ost가 좋네요",0,0,naver
netizen,latest,2023.11.09. 16:31,별점(10점 만점 중)10,이게 영화라고 할수잇습니다,0,0,naver
netizen,latest,2023.10.27. 03:48,별점(10점 만점 중)10,처음 성인되고 나서 봤는데 뭔가 씁쓸하네요 한국 사회의 모습을 이렇게 암울하게 그려 놓고 딱히 해결방안도 제시해 주지 않으니 답답할 따름! 그래도 영화는 재밌고 배우들 연기도 멋지네요...,1,0,naver
netizen,latest,2023.10.26. 16:30,별점(10점 만점 중)9,가난한 집과 부유한 집의 차이와 인간이 무언가를 갖고 싶어하는 욕망이 비춰지면서 현대사회의 부정적인 현상이 잘 드러났다.,0,0,naver
netizen,latest,2023.10.25. 13:09,별점(10점 만점 중)2,이선균 때문에 망작의 역사로,1,7,naver
netizen,latest,2023.10.22. 05:27,별점(10점 만점 중)10,재방으로 여러번 봐도 계속 새로움.,0,0,naver
netizen,latest,2023.10.21. 14:15,별점(10점 만점 중)10,한국 최고영화 반박불가,1,0,naver
netizen,latest,2023.10.19. 22:20,별점(10점 만점 중)10,와..대박이였던 영화였다..,0,0,naver
netizen,latest,2023.10.12. 02:01,별점(10점 만점 중)2,늦었지만 여러번봐도 달라지는게 없는 느낌은 가장의 무책임함.... 이런영화가 상을여러개를 받았다는건... 요즘 우리삶이 개인주의라는걸 알게하는것 같은 ... 슬픈현실인걸 다들 인정하는것일텐데 참 바보같은 영화다.,2,2,naver
netizen,latest,2023.10.08. 00:36,별점(10점 만점 중)10,봉준호가 사회를 마음먹고 비판하게 되면 그누구도 막을 수 없다,0,0,naver
